woman,district,age,urban,uso,ch
1711,52,-5.56,N,0,N
1712,52,11.44,N,1,Y
1713,52,10.44,N,1,Y
1714,52,2.44,N,1,Y
1715,52,6.44,N,0,Y
1716,52,-7.5599,N,1,N
1717,52,4.44,N,1,Y
1718,52,-12.56,N,0,N
1719,52,1.44,N,1,Y
1720,52,2.44,N,1,Y
1721,53,19.44,Y,1,Y
1722,53,-9.56,Y,0,N
1723,53,10.44,Y,0,N
1724,53,-11.559,Y,0,Y
1725,53,6.44,Y,0,Y
1726,53,13.44,Y,1,Y
1727,53,4.44,Y,1,Y
1728,53,0.44,Y,1,Y
1729,53,-5.5599,Y,0,Y
1730,53,0.44,Y,0,Y
1731,53,17.44,Y,0,N
1732,53,-7.5599,Y,1,Y
1733,53,-0.5599,Y,0,N
1734,53,-0.5599,Y,0,Y
1735,53,0.44,Y,1,Y
1736,53,-1.56,Y,0,N
1737,53,1.44,Y,1,Y
1738,53,-6.5599,Y,0,Y
1739,53,-9.56,Y,1,N
1740,55,6.44,Y,0,Y
1741,55,-1.5599,Y,1,N
1742,55,4.44,Y,0,Y
1743,55,2.44,Y,0,Y
1744,55,13.44,Y,0,Y
1745,55,6.44,Y,0,Y
1746,56,13.44,Y,1,Y
1747,56,-9.5599,Y,1,N
1748,56,-9.5599,Y,0,N
1749,56,-12.559,Y,0,N
1750,56,-10.559,Y,0,Y
1751,56,6.44,Y,1,Y
1752,56,-3.5599,Y,1,N
1753,56,0.44,Y,1,Y
1754,56,-7.5599,Y,1,N
1755,56,5.44,Y,0,Y
1756,56,-8.5599,Y,1,N
1757,56,9.44,Y,1,Y
1758,56,-11.559,Y,0,Y
1759,56,16.44,Y,0,Y
1760,56,16.44,Y,0,Y
1761,56,8.44,Y,0,Y
1762,56,9.44,Y,1,Y
1763,56,-9.5599,Y,1,N
1764,56,-7.5599,Y,1,Y
1765,56,5.44,Y,1,Y
1766,56,-7.5599,Y,1,Y
1767,56,1.44,N,1,Y
1768,56,10.44,N,1,Y
1769,56,3.44,N,0,Y
1770,56,15.44,N,0,Y
1771,56,-0.5599,N,0,Y
1772,56,-12.559,N,0,N
1773,56,-8.5599,N,1,Y
1774,56,-2.5599,N,1,N
1775,56,-1.5599,N,1,Y
1776,56,-1.5599,N,0,Y
1777,56,17.44,N,1,Y
1778,56,-11.559,N,0,N
1779,56,1.44,N,1,Y
1780,56,-13.559,N,1,N
1781,56,5.44,N,0,Y
1782,56,-11.559,N,0,N
1783,56,-4.5599,N,1,Y
1784,56,-8.5599,N,0,N
1785,56,12.44,N,1,Y
1786,56,-8.5599,N,1,N
1787,56,-8.5599,N,0,N
1788,56,9.44,N,1,Y
1789,56,-10.559,N,0,N
1790,56,-2.5599,N,1,Y
1791,57,-0.5599,Y,0,Y
1792,57,4.44,Y,1,Y
1793,57,3.44,Y,0,Y
1794,57,17.44,Y,0,Y
1795,57,3.44,N,1,Y
1796,57,0.44,N,0,Y
1797,57,18.44,N,0,Y
1798,57,2.44,N,0,Y
1799,57,3.44,N,1,Y
1800,57,-1.5599,N,0,Y
1801,57,-9.5599,N,0,N
1802,57,14.4399,N,0,Y
1803,57,-6.5599,N,0,N
1804,57,18.44,N,1,Y
1805,57,-1.5599,N,0,Y
1806,57,2.44,N,0,Y
1807,57,0.44,N,0,Y
1808,57,-5.5599,N,0,N
1809,57,10.44,N,0,Y
1810,57,-7.5599,N,0,N
1811,57,-1.5599,N,0,Y
1812,57,-6.5599,N,0,N
1813,57,5.44,N,1,Y
1814,57,-9.5599,N,0,N
1815,57,-9.5599,N,0,N
1816,57,6.44,N,0,Y
1817,57,-6.5599,N,0,N
1818,58,4.44,Y,0,N
1819,58,16.44,Y,1,Y
1820,58,-11.559,Y,0,N
1821,58,-9.5599,Y,0,N
1822,58,0.44,Y,1,Y
1823,58,19.44,Y,0,Y
1824,58,19.44,Y,0,Y
1825,58,0.44,Y,0,Y
1826,58,3.44,Y,1,Y
1827,58,3.44,Y,0,Y
1828,58,14.44,Y,1,Y
1829,58,17.44,Y,0,Y
1830,58,-7.5599,Y,0,Y
1831,58,-8.5599,N,1,N
1832,58,-6.5599,N,0,Y
1833,58,18.44,N,1,Y
1834,58,15.44,N,1,Y
1835,58,15.44,N,0,Y
1836,58,-8.5599,N,1,N
1837,58,-9.5599,N,1,N
1838,58,-1.5599,N,1,Y
1839,58,1.44,N,1,Y
1840,58,-11.559,N,0,N
1841,58,-12.559,N,0,N
1842,58,-7.5599,N,0,N
1843,58,-3.5599,N,0,Y
1844,58,-8.5599,N,0,Y
1845,58,-0.5599,N,0,N
1846,58,10.44,N,0,Y
1847,58,-5.5599,N,1,Y
1848,58,-5.5599,N,1,Y
1849,58,-2.5599,N,1,N
1850,58,3.44,N,1,Y
1851,59,-9.5599,N,0,Y
1852,59,2.44,N,0,Y
1853,59,-10.559,N,0,Y
1854,59,10.44,N,0,Y
1855,59,-12.56,N,0,N
1856,59,-8.5599,N,1,Y
1857,59,-12.56,N,0,N
1858,59,-8.5599,N,0,Y
1859,59,11.44,N,0,Y
1860,59,4.44,N,0,Y
1861,60,-13.56,Y,0,N
1862,60,10.44,Y,0,Y
1863,60,-7.5599,Y,0,N
1864,60,10.44,Y,0,N
1865,60,-8.5599,Y,1,N
1866,60,6.44,Y,1,Y
1867,60,-8.5599,Y,0,N
1868,60,-8.5599,Y,0,Y
1869,60,-1.5599,Y,1,Y
1870,60,-3.5599,Y,0,Y
1871,60,4.44,N,0,Y
1872,60,-7.56,N,1,Y
1873,60,17.44,N,0,Y
1874,60,2.44,N,0,Y
1875,60,0.44,N,0,Y
1876,60,-0.5599,N,1,Y
1877,60,7.44,N,0,Y
1878,60,-3.5599,N,0,N
1879,60,2.44,N,1,Y
1880,60,-10.559,N,0,N
1881,60,-13.559,N,0,N
1882,60,0.44,N,0,Y
1883,60,-4.5599,N,0,Y
1884,60,-11.559,N,0,N
1885,60,-9.5599,N,0,N
1886,60,-11.559,N,0,N
1887,60,-5.5599,N,0,Y
1888,60,16.44,N,0,Y
1889,60,-12.559,N,0,N
1890,60,7.44,N,1,Y
1891,60,-7.5599,N,0,N
1892,60,-0.5599,N,0,Y
1893,61,-9.5599,Y,1,Y
1894,61,10.44,Y,0,Y
1895,61,-12.56,Y,0,N
1896,61,-8.5599,Y,0,N
1897,61,8.44,Y,0,Y
1898,61,-9.5599,Y,1,Y
1899,61,-3.5599,Y,1,Y
1900,61,-12.56,Y,0,N
1901,61,12.44,Y,0,Y
1902,61,0.44,Y,0,Y
1903,61,-9.5599,Y,0,N
1904,61,6.44,N,0,Y
1905,61,-9.5599,N,1,N
1906,61,5.44,N,0,Y
1907,61,11.44,N,0,Y
1908,61,-2.5599,N,0,Y
1909,61,-7.5599,N,0,Y
1910,61,-5.5599,N,0,Y
1911,61,-8.5599,N,0,Y
1912,61,19.44,N,0,Y
1913,61,0.44,N,0,Y
1914,61,8.44,N,0,Y
1915,61,-7.5599,N,0,Y
1916,61,1.44,N,1,Y
1917,61,-9.5599,N,0,N
1918,61,-0.5599,N,1,Y
1919,61,-9.5599,N,0,Y
1920,61,-10.559,N,1,N
1921,61,11.44,N,0,Y
1922,61,8.44,N,0,Y
1923,61,-11.559,N,1,N
1924,61,1.44,N,0,Y
1925,61,-5.56,N,0,Y
1926,61,14.44,N,0,Y
1927,61,19.44,N,0,Y
1928,61,-9.5599,N,1,Y
1929,61,-2.5599,N,0,Y
1930,61,14.44,N,0,Y
1931,61,-4.5599,N,0,Y
1932,61,14.44,N,0,Y
1933,61,-13.56,N,0,N
1934,61,10.44,N,0,Y
